PMID,Title,Authors,First Author,Journal/Book,Publication Year,Create Date
8521589,"Selection and treatment of candidates for heart transplantation. A statement for health professionals from the Committee on Heart Failure and Cardiac Transplantation of the Council on Clinical Cardiology, American Heart Association","Costanzo MR, Augustine S, Bourge R, Bristow M, O'Connell JB, Driscoll D, Rose E.",Costanzo MR,Circulation,1995,15-12-1995
19849874,Adherence to treatment among children with cardiac disease,"Ittenbach RF, Cassedy AE, Marino BS, Spicer RL, Drotar D.",Ittenbach RF,Cardiol Young,2009,24-10-2009
27396316,"Relationships between urinary antimony levels and both mortalities and prevalence of cancers and heart diseases in general US population, NHANES 1999-2010","Guo J, Su L, Zhao X, Xu Z, Chen G.",Guo J,Sci Total Environ,2016,12-07-2016
27842711,[Radiation-related heart toxicity: Update in women],"Marlière S, Vautrin E, Saunier C, Chaikh A, Gabelle-Flandin I.",Marlière S,Ann Cardiol Angeiol (Paris),2016,16-11-2016
12942331,Self-affine fractal variability of human heartbeat interval dynamics in health and disease,"Meyer M, Stiedl O.",Meyer M,Eur J Appl Physiol,2003,28-08-2003
20128766,Are immigrants at risk of heart disease in Australia? A systematic review,"Dassanayake J, Dharmage SC, Gurrin L, Sundararajan V, Payne WR.",Dassanayake J,Aust Health Rev,2009,05-02-2010
36919807,Exploring direct and indirect predictors of heart disease information seeking,"Hovick SR, Rhodes N, Bigsby E, Thomas S, Freiberger N.",Hovick SR,J Commun Healthc,2023,15-03-2023
35671771,Epidemiology of Valvular Heart Disease,"Peters AS, Duggan JP, Trachiotis GD, Antevil JL.",Peters AS,Surg Clin North Am,2022,07-06-2022
14759400,"Influence of age, gender, body mass index, and functional capacity on heart rate variability in a cohort of subjects without heart disease","Antelmi I, de Paula RS, Shinzato AR, Peres CA, Mansur AJ, Grupi CJ.",Antelmi I,Am J Cardiol,2004,05-02-2004
17055586,Agonists and antagonists of the cardiac ryanodine receptor: potential therapeutic agents?,"Dulhunty AF, Beard NA, Pouliquin P, Casarotto MG.",Dulhunty AF,Pharmacol Ther,2007,24-10-2006
15571892,"Low control beliefs, classical coronary risk factors, and socio-economic differences in heart disease in older persons","Bosma H, Van Jaarsveld CH, Tuinstra J, Sanderman R, Ranchor AV, Van Eijk JT, Kempen GI.",Bosma H,Soc Sci Med,2005,02-12-2004
25861828,Sudden cardiac death during physical exercise: Characteristics of victims and autopsy findings,"Toukola T, Hookana E, Junttila J, Kaikkonen K, Tikkanen J, Perkiömäki J, Kortelainen ML, Huikuri HV.",Toukola T,Ann Med,2015,12-04-2015
7685883,Management of nonsustained ventricular tachycardia guided by electrophysiological testing,"Kadish A, Schmaltz S, Calkins H, Morady F.",Kadish A,Pacing Clin Electrophysiol,1993,01-05-1993
7722579,Who wants to eliminate heart disease?,"Reeves RA, Chen E.",Reeves RA,J Clin Epidemiol,1994,01-06-1994
31748146,Radiation oncologists' perspectives on reducing radiation-induced heart disease in early breast cancer,Mahdavi H.,Mahdavi H,Curr Probl Cancer,2020,22-11-2019
36754517,Acute Cardiovascular Complications of COVID-19: The High Risk of Underlying Heart Disease,"Mensah GA, Vaduganathan M, Roth GA.",Mensah GA,J Am Coll Cardiol,2023,08-02-2023
11182786,Real-time three-dimensional echocardiography in assessment of heart disease,Ahmad M.,Ahmad M,Echocardiography,2001,22-02-2001
34382650,The role of basement membranes in cardiac biology and disease,"Boland E, Quondamatteo F, Van Agtmael T.",Boland E,Biosci Rep,2021,12-08-2021
33882535,Italian Cardiological Guidelines (COCIS) for Competitive Sport Eligibility in athletes with heart disease: update 2020,"Delise P, Mos L, Sciarra L, Basso C, Biffi A, Cecchi F, Colivicchi F, Corrado D, D'Andrea A, Di Cesare E, Di Lenarda A, Gervasi S, Giada F, Guiducci V, Inama G, Leoni L, Palamà Z, Patrizi G, Pelliccia A, Penco M, Robles AG, Romano S, Romeo F, Sarto P, Sarubbi B, Sinagra G, Zeppilli P.",Delise P,J Cardiovasc Med (Hagerstown),2021,21-04-2021
35262743,[Catheter ablation of ventricular tachycardia in patients with structural heart disease],"Lindemann F, Darma A, Hindricks G.",Lindemann F,Herz,2022,09-03-2022
20218451,Comorbid mental health symptoms and heart diseases: can health care and mental health care professionals collaboratively improve the assessment and management?,"Ai AL, Rollman BL, Berger CS.",Ai AL,Health Soc Work,2010,12-03-2010
24186488,Pluripotent stem cell models of human heart disease,"Moretti A, Laugwitz KL, Dorn T, Sinnecker D, Mummery C.",Moretti A,Cold Spring Harb Perspect Med,2013,05-11-2013
24743525,[Treatment strategy for patients with simultaneous cardiac and malignant diseases],"Osawa H, Muraki S, Sakurada T, Kawaharada N, Sasaki J, Araki E, Nakashima S.",Osawa H,Kyobu Geka,2014,19-04-2014
24528626,Cardiovascular microRNAs: as modulators and diagnostic biomarkers of diabetic heart disease,"Rawal S, Manning P, Katare R.",Rawal S,Cardiovasc Diabetol,2014,18-02-2014
17702096,Coronary heart disease and cardiovascular autonomic neuropathy in the elderly diabetic,"Chanudet X, Bonnevie L, Bauduceau B.",Chanudet X,Diabetes Metab,2007,19-08-2007
30961498,Macrovascular Complications of Type 2 Diabetes Mellitus,"Viigimaa M, Sachinidis A, Toumpourleka M, Koutsampasopoulos K, Alliksoo S, Titma T.",Viigimaa M,Curr Vasc Pharmacol,2020,10-04-2019
6112609,Iron and the sex difference in heart disease risk,Sullivan JL.,Sullivan JL,Lancet,1981,13-06-1981
33119794,Sarcoid Heart Disease: an Update on Diagnosis and Management,"Masri SC, Bellumkonda L.",Masri SC,Curr Cardiol Rep,2020,29-10-2020
20920659,Relation of cardiac ventricular repolarization and global cognitive performance in a community population,"Lucas BP, Mendes de Leon CF, Prineas RJ, Bienias JL, Evans DA.",Lucas BP,Am J Cardiol,2010,06-10-2010
18703786,Crosstalk between autophagy and apoptosis in heart disease,"Nishida K, Yamaguchi O, Otsu K.",Nishida K,Circ Res,2008,16-08-2008
23789646,The promise of CaMKII inhibition for heart disease: preventing heart failure and arrhythmias,"Westenbrink BD, Edwards AG, McCulloch AD, Brown JH.",Westenbrink BD,Expert Opin Ther Targets,2013,25-06-2013
12006447,Prognostic power of ventilatory responses during submaximal exercise in patients with chronic heart disease,"Koike A, Itoh H, Kato M, Sawada H, Aizawa T, Fu LT, Watanabe H.",Koike A,Chest,2002,15-05-2002
31834296,[Current clinical applications of three-dimensional echocardiography],"Badano LP, Aruta P, Nguyen K, Palermo C, Baritussio A, Cecchetto A, Previtero M, Figliozzi S, Genovese D, Guta AC, Ochoa-Jimenez RC, Parati G, Muraru D.",Badano LP,G Ital Cardiol (Rome),2019,14-12-2019
29947733,Are Spouses' Sleep Problems a Mechanism Through Which Health is Compromised? Evidence Regarding Insomnia and Heart Disease,"Shih YC, Han SH, Burr JA.",Shih YC,Ann Behav Med,2019,28-06-2018
3358819,Cardiac function after alcohol ingestion in patients with ischemic heart disease and cardiomyopathy: a controlled study,"Kelbaek H, Heslet L, Skagen K, Munck O, Christensen NJ, Godtfredsen J.",Kelbaek H,Alcohol Alcohol,1988,01-01-1988
36173344,A study of the efficacy of sacubitril/valsartan plus dapagliflozin combination treatment in pulmonary arterial hypertension due to left heart disease,"Ge T, Yang Y, Zhao Y.",Ge T,Perfusion,2023,29-09-2022
17115325,The prognostic impact of successful cardioversion of atrial fibrillation in patients with organic heart disease,"Kleemann T, Becker T, Dönges K, Vater M, Gut B, Schneider S, Senges J, Seidl K.",Kleemann T,Clin Res Cardiol,2007,23-11-2006
24237758,Impact of structural heart disease on the acute complication rate in atrial fibrillation ablation: results from the German Ablation Registry,"Hoffmann BA, Kuck KH, Andresen D, Spitzer SG, Hoffmann E, Schumacher B, Eckardt L, Brachmann J, Becker R, Steven D, Rostock T, Jünger C, Senges J, Willems S.",Hoffmann BA,J Cardiovasc Electrophysiol,2014,19-11-2013
21752036,Intra-aortic balloon counterpulsation 50 years later: initial conception and consequent ideas,Moulopoulos SD.,Moulopoulos SD,Artif Organs,2011,15-07-2011
23447024,General mechanisms of coagulation and targets of anticoagulants (Section I). Position Paper of the ESC Working Group on Thrombosis--Task Force on Anticoagulants in Heart Disease,"De Caterina R, Husted S, Wallentin L, Andreotti F, Arnesen H, Bachmann F, Baigent C, Huber K, Jespersen J, Kristensen SD, Lip GY, Morais J, Rasmussen LH, Siegbahn A, Verheugt FW, Weitz JI; European Society of Cardiology Working Group on Thrombosis Task Force on Anticoagulants in Heart Disease.",De Caterina R,Thromb Haemost,2013,01-03-2013
23305443,Laser lead extraction in congenital heart disease: a case-controlled study,"McCanta AC, Kong MH, Carboni MP, Greenfield RA, Hranitzky PM, Kanter RJ.",McCanta AC,Pacing Clin Electrophysiol,2013,12-01-2013
19059838,Autophagy in load-induced heart disease,"Rothermel BA, Hill JA.",Rothermel BA,Circ Res,2008,09-12-2008
16298585,"Bridge to heart transplantation with the HeartMate device in Gothenburg, Sweden","Liden H, Wierup P, Westerberg M, Nilsson F, Wiklund L.",Liden H,Transplant Proc,2005,22-11-2005
30300762,"Before the here and now: What we can learn from variation in spatiotemporal patterns of changing heart disease mortality by age group, time period, and birth cohort","Vaughan AS, Schieb L, Quick H, Kramer MR, Casper M.",Vaughan AS,Soc Sci Med,2018,10-10-2018
7519952,Pathophysiology of gap junctions in heart disease,Severs NJ.,Severs NJ,J Cardiovasc Electrophysiol,1994,01-05-1994
7884551,Diet and heart disease: health claims,"Yetley EA, Park YK.",Yetley EA,J Nutr,1995,01-03-1995
26739526,Trends in the prevalence of heart diseases over a ten-year period from single-center observations based on a large echocardiographic database,"Lu H, Pan WZ, Wan Q, Cheng LL, Shu XH, Pan CZ, Qian JY, Ge JB.",Lu H,J Zhejiang Univ Sci B,2016,08-01-2016
10488780,"Decline in deaths from heart disease and stroke--United States, 1900-1999",Centers for Disease Control and Prevention (CDC).,Centers for Disease Control and Prevention (CDC),MMWR Morb Mortal Wkly Rep,1999,17-09-1999
32029328,Sudden Cardiac Death in the Young,"Bagnall RD, Singer ES, Tfelt-Hansen J.",Bagnall RD,Heart Lung Circ,2020,08-02-2020
21501180,T-wave alternans testing in pacemaker patients: comparison of pacing modes and long-term prognostic relevance,"Dorenkamp M, Breitwieser C, Morguet AJ, Seegers J, Behrens S, Zabel M.",Dorenkamp M,Pacing Clin Electrophysiol,2011,20-04-2011
21177696,Presence of structural heart disease and left ventricular dysfunction predict hospitalizations for new-onset heart failure after right ventricular apical pacing,"Hori Y, Tada H, Nakamura K, Naito S, Nakata Y, Goto K, Imamoto J, Yokokawa M, Tanaka Y, Funabashi N, Aonuma K, Komuro I, Taniguchi K, Oshima S.",Hori Y,Europace,2011,24-12-2010
9819102,Did grandma give you heart disease? The new battle against coronary artery disease,Superko HR.,Superko HR,Am J Cardiol,1998,18-11-1998
22883642,Limited utility of exercise stress tests in the evaluation of children with chest pain,"Kyle WB, Macicek SL, Lindle KA, Kim JJ, Cannon BC.",Kyle WB,Congenit Heart Dis,2012,14-08-2012
38734120,Practical guidance and clinical applications of transoesophageal echocardiography. A position paper of the working group of echocardiography of the Hellenic Society of Cardiology,"Papadopoulos CH, Kadoglou NPE, Theodosis-Georgilas A, Papadopoulos KG, Rallidis L, Loizos S, Karabinos I, Kassinos N, Sahpekidis V, Chrysoheris M, Ninios V, Frogoudaki A, Makavos G, Drakopoulou M, Yiangou K, Karagiannis S, Zois N, Patrianakos A, Ikonomidis I, Tsiapras D, Kouris N, Aggeli K, Pappas K, Prappa E, Stefanidis A.",Papadopoulos CH,Curr Probl Cardiol,2024,11-05-2024
25037513,Cardiac imaging and functional assessment in pregnancy,Waksmonski CA.,Waksmonski CA,Semin Perinatol,2014,20-07-2014
3276121,Antiarrhythmic therapy for asymptomatic ventricular arrhythmias,Prystowsky EN.,Prystowsky EN,Am J Cardiol,1988,15-01-1988
8306847,Cardiac pearls,Harvey WP.,Harvey WP,Dis Mon,1994,01-02-1994
2386118,"Effect of quinidine or procainamide versus no antiarrhythmic drug on sudden cardiac death, total cardiac death, and total death in elderly patients with heart disease and complex ventricular arrhythmias","Aronow WS, Mercando AD, Epstein S, Kronzon I.",Aronow WS,Am J Cardiol,1990,15-08-1990
21343313,Examining the Matthew effect on the motivation and ability to stay at work after heart disease,"Meland E, Grønhaug S, Oystese K, Mildestvedt T.",Meland E,Scand J Public Health,2011,24-02-2011
8205460,Hypertension and the heart,"Lip GY, Gammage MD, Beevers DG.",Lip GY,Br Med Bull,1994,01-04-1994
23232182,Extracorporeal membrane oxygenation in children with heart disease and genetic syndromes,"Uppu SC, Goyal S, Gossett JM, Yan K, Dao DT, Fontenot EE, Imamura M, Gupta P.",Uppu SC,ASAIO J,2013,13-12-2012
20433683,Cardiac natriuretic peptides: from basic discovery to clinical practice,"Hayek S, Nemer M.",Hayek S,Cardiovasc Ther,2011,04-05-2010
1000883,Anti-heart autoantibodies in ischaemic heart disease patients,"Golan DT, Kursbaum A.",Golan DT,Clin Exp Immunol,1976,01-10-1976
11161918,"RR interval variation, the QT interval index and risk of primary cardiac arrest among patients without clinically recognized heart disease","Whitsel EA, Raghunathan TE, Pearce RM, Lin D, Rautaharju PM, Lemaitre R, Siscovick DS.",Whitsel EA,Eur Heart J,2001,13-02-2001
17766279,Upregulation of myocardial Annexin A5 in hypertensive heart disease: association with systolic dysfunction,"Ravassa S, González A, López B, Beaumont J, Querejeta R, Larman M, Díez J.",Ravassa S,Eur Heart J,2007,04-09-2007
345748,Communication in the family of the asthmatic child. An experimental approach,"Wikran R, Faleide A, Blakar RM.",Wikran R,Acta Psychiatr Scand,1978,01-01-1978
24821373,Hypertensive heart disease and obesity: a complex interaction between hemodynamic and not hemodynamic factors,"Sarzani R, Bordicchia M, Spannella F, Dessì-Fulgheri P, Fedecostante M.",Sarzani R,High Blood Press Cardiovasc Prev,2014,14-05-2014
6092004,Equilibrium (gated) radionuclide ejection fraction measurement in the pressure or volume overloaded right ventricle. Comparison of three methods,"Konstam MA, Kahn PC, Curran BH, Idoine J, Wynne J, Holman BL.",Konstam MA,Chest,1984,01-11-1984
29237717,Particulate Matter Air Pollution Exposure and Heart Disease Mortality Risks by Race and Ethnicity in the United States: 1997 to 2009 National Health Interview Survey With Mortality Follow-Up Through 2011,"Parker JD, Kravets N, Vaidyanathan A.",Parker JD,Circulation,2018,15-12-2017
7754950,Postinfarction ventricular arrhythmias in children,"Johnsrude CL, Towbin JA, Cecchin F, Perry JC.",Johnsrude CL,Am Heart J,1995,01-06-1995
33583201,"Worldwide Trends in Prevalence, Mortality, and Disability-Adjusted Life Years for Hypertensive Heart Disease From 1990 to 2017","Dai H, Bragazzi NL, Younis A, Zhong W, Liu X, Wu J, Grossman E.",Dai H,Hypertension,2021,15-02-2021
8869869,Fifteen year surveillance of echinococcal heart disease from a referral hospital in Greece,"Kardaras F, Kardara D, Tselikos D, Tsoukas A, Exadactylos N, Anagnostopoulou M, Lolas C, Anthopoulos L.",Kardaras F,Eur Heart J,1996,01-08-1996
36564242,Heart disease prediction using IoT based framework and improved deep learning approach: Medical application,"Rajkumar G, Gayathri Devi T, Srinivasan A.",Rajkumar G,Med Eng Phys,2023,23-12-2022
26447661,Assessment of coagulation profile by thromboelastometry in adult patients with cyanotic congenital heart disease,"Rupa-Matysek J, Trojnarska O, Gil L, Szczepaniak-Chicheł L, Wojtasińska E, Tykarski A, Grajek S, Komarnicki M.",Rupa-Matysek J,Int J Cardiol,2016,09-10-2015
38971537,"Intervention needs assessment in children with heart diseases presenting to Tibebe-Ghion Specialized Teaching Hospital, Bahir Dar, North West Ethiopia - Tip of the iceberg of the intervention gap in Low-and-middle-income Countries (LMICs)","Gelaw TT, Yimer YA, Gesesse AA, Firew BS, Ayalew MA, Belay YG.",Gelaw TT,Int J Cardiol,2024,06-07-2024
23273042,The InterHerz project--a web-based psychological treatment for cardiac patients with depression: study protocol of a randomized controlled trial,"Messerli-Bürgy N, Barth J, Berger T.",Messerli-Bürgy N,Trials,2012,01-01-2013
21608058,Could 13C MRI assist clinical decision-making for patients with heart disease?,"Malloy CR, Merritt ME, Sherry AD.",Malloy CR,NMR Biomed,2011,25-05-2011
21499856,Management of warfarin in children with heart disease,"Mahle WT, Simpson SA, Fye P, McConnell ME.",Mahle WT,Pediatr Cardiol,2011,19-04-2011
35679360,Zebrafish Models of Cardiac Disease: From Fortuitous Mutants to Precision Medicine,González-Rosa JM.,González-Rosa JM,Circ Res,2022,09-06-2022
27443383,The Role of Imaging with Cardiac Computed Tomography in Cardio-Oncology Patients,"Pitekova B, Ravi S, Shah SV, Mladosievicova B, Heitner S, Ferencik M.",Pitekova B,Curr Cardiol Rep,2016,23-07-2016
22959564,The surgical treatment of concomitant atrial arrhythmias during redo cardiac operations,"Stulak JM, Dearani JA, Burkhart HM, Park SJ, Suri RM, Schaff HV.",Stulak JM,Ann Thorac Surg,2012,11-09-2012
